               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12693,            0.052164,            0.017515,             0.46695,              0.3821,             0.38643,             0.13924,             0.10087,            0.045691,           0.0071085,            0.070229,           0.0033079,           0.0033079
